artists,genres,popularity,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,mode,duration_ms,count
Jeremy Denk,"['american classical piano', 'classical performance', 'classical piano']",54,0.179,0.958,0.25,0.135,0.0349,0.0477,-18.615,0.0488,94.404,9,1,364093,2
Jeremy Harding,[],69,0.756,0.102,0.765,0.666,0,0.116,-5.384,0.172,87.002,7,1,273360,1
Jeremy Irons,['movie tunes'],51.5,0.42,0.2035,0.693,0.5225,0,0.101,-12.461,0.1113,121.812,9,0,220060,2
Jeremy Jordan,"['broadway', 'hollywood', 'show tunes']",50.28571429,0.344,0.539142857,0.485571429,0.4,9.46E-07,0.080614286,-10.03271429,0.062471429,122.2721429,7,1,245346.5714,7
Jeremy McKinnon of A Day To Remember,[],75,0.39,0.18,0.446,0.73,0,0.118,-3.916,0.17,107.918,6,0,213853,1
Jeremy Passion,"['chill r&b', 'pop', 'pop soul']",67,0.593,0.868,0.546,0.221,0,0.0994,-8.915,0.063,128.144,2,1,181505,2
Jeremy Shada,[],71.83333333,0.342,0.035726167,0.543166667,0.703333333,4.15E-07,0.07,-4.3625,0.05205,155.4991667,2,1,189510.8333,12
Jeremy Soule,"['scorecore', 'soundtrack', 'video game music']",51.48484848,0.071230303,0.909545455,0.161690909,0.118042424,0.892060606,0.104254545,-23.83521212,0.041751515,87.54312121,4,0,291387.9394,66
Jeremy Zucker,['pop'],71.22727273,0.547227273,0.649127273,0.730090909,0.320990909,0.001988191,0.283663636,-11.14572727,0.122095455,104.2694091,6,1,184350.9545,22
Jeremy Zuckerman,[],49,0.563,0.988,0.244,0.151,0.946,0.116,-12.535,0.0353,83.772,6,0,30707,2
Jeri Southern,"['torch song', 'vocal jazz']",11.85714286,0.274980952,0.924142857,0.352761905,0.101709524,0.00161139,0.154352381,-16.54666667,0.035828571,89.2452381,7,1,182666.7619,21
Jeris Johnson,[],69,0.859,0.219,0.754,0.591,0.0188,0.209,-7.341,0.0414,119.96,0,1,114250,1
Jermaine Dupri,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']",46.29411765,0.700647059,0.079096176,0.821852941,0.672970588,4.23E-07,0.141247059,-6.678558824,0.231088235,105.1148235,10,0,247365.5588,34
Jermaine Jackson,[],36.42857143,0.673285714,0.299235857,0.671714286,0.539571429,0.056307927,0.112071429,-11.84521429,0.046764286,122.3634286,1,0,280710.4286,14
Jermaine Paul,['deep talent show'],57,0.281,0.559,0.664,0.465,0.00174,0.125,-9.711,0.0317,127.932,8,0,284160,2
Jermaine Stewart,[],51,0.9165,0.02745,0.8115,0.774,0.000128,0.06945,-6.3005,0.03845,122.836,6,0,269133.5,4
Jeroen van Veen,"['classical piano', 'compositional ambient', 'dutch classical piano']",0,0.0394,0.985,0.25,0.0148,0.971,0.0669,-30.646,0.0375,136.864,5,1,349120,1
Jerold D. Ottley,[],15.22727273,0.345181818,0.903863636,0.271254545,0.285281818,0.158538715,0.174004545,-18.84172727,0.038563636,107.7254091,5,1,199582.5,22
Jerome Courtland,[],0.5,0.456,0.8895,0.5065,0.2555,7.16E-05,0.12385,-11.3855,0.0467,108.028,5,1,141393.5,2
Jerome Kaltenbach,[],50,0.0495,0.932,0.143,0.00194,0.0318,0.0694,-35.355,0.045,139.295,0,1,73827,2
Jerome Kern,['tin pan alley'],0.2,0.271,0.9366,0.2722,0.2296,0.001010822,0.1694,-13.3745,0.03526,87.2757,8,1,181489.4,10
Jerome Moross,"['american modern classical', 'classic soundtrack']",0,0.599,0.763,0.315,0.385,0.711,0.556,-12.315,0.0335,80.441,5,1,256748,2
Jerrod Niemann,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",54.75,0.64275,0.336625,0.70175,0.65175,2.03E-05,0.28525,-7.1615,0.06965,123.94225,9,1,200233,8
Jerry,"['cubaton', 'latin', 'pop venezolano', 'reggaeton', 'trap latino']",54,0.151,0.419,0.638,0.441,7.39E-05,0.11,-6.909,0.029,117.933,8,0,271493,1
Jerry Bergonzi,"['contemporary post-bop', 'hard bop', 'jazz saxophone']",2,0.639,0.414,0.425,0.572,0.0548,0.0767,-11.73,0.0354,137.203,8,1,295866,2
Jerry Bock,['broadway'],19,0.482,0.796,0.577,0.405,0,0.183,-11.849,0.0958,67.095,7,1,105000,1
Jerry Bryant,"['early american folk', 'shanty']",44.5,0.6825,0.936,0.6225,0.1244,0,0.2215,-15.746,0.3335,179.3505,7,1,179520,2
Jerry Butler,"['beach music', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",22.08695652,0.660782609,0.65773913,0.496304348,0.526434783,5.53E-05,0.251652174,-8.552,0.0346,112.9858261,10,0,190002.8261,23
Jerry Byrd,"['lounge', 'steel guitar']",31.14285714,0.328,0.817,0.532142857,0.1924,0.626623,0.105314286,-15.76757143,0.047171429,85.75671429,10,1,169234.2857,7
Jerry Cantrell,"['alternative metal', 'alternative rock', 'grunge', 'rock']",48,0.547,0.1474,0.514,0.7535,0.001125,0.1195,-7.193,0.0342,114.286,10,1,225186.5,4
Jerry Clower,['clean comedy'],21.18181818,0.517,0.879909091,0.671090909,0.412363636,0,0.789727273,-18.419,0.933,100.5322727,8,1,228138.3636,22
Jerry Cole and his Spacemen,['surf music'],16,0.846,0.532,0.456,0.956,0.593,0.426,-8.263,0.0374,88.076,0,1,141533,2
Jerry Colonna,['movie tunes'],38,0.302,0.956,0.572,0.168,0.00104,0.127,-14.255,0.107,100.101,7,1,271227,2
Jerry Di,"['cubaton', 'latin', 'pop venezolano', 'reggaeton', 'trap latino']",89,0.63,0.819,0.854,0.525,0,0.146,-4.426,0.214,97.054,1,1,197587,2
Jerry Dixon,[],26,0.288,0.729,0.33,0.564,0,0.0862,-7.352,0.0492,91.303,3,1,284573,1
Jerry Dodge,[],25,0.51,0.812,0.447,0.249,0,0.366,-16.528,0.0495,84.96,6,0,256093,1
Jerry Douglas,"['bluegrass', 'instrumental bluegrass', 'jig and reel', 'old-time', 'progressive bluegrass']",32.5,0.742625,0.459,0.481375,0.519,0.459251288,0.2112125,-13.993625,0.032775,122.462375,9,1,235599.875,8
Jerry Folk,"['future bass', 'vapor soul', 'vapor twitch']",64,0.0396,0.66,0.447,0.216,0.011,0.139,-12.815,0.0508,134.868,11,0,200898,2
Jerry Garcia,"['blues rock', 'country rock', 'folk rock', 'jam band', 'jamgrass', 'mellow gold', 'roots rock', 'traditional folk']",28.88235294,0.607084034,0.410513782,0.598831933,0.506580168,0.102038938,0.2687,-11.87498319,0.045273109,110.4904538,0,1,338844.9832,119
Jerry Garcia Band,"['folk rock', 'jam band', 'progressive bluegrass', 'roots rock']",26.95,0.5951,0.329406,0.65525,0.4887,0.075719563,0.461215,-12.247,0.05141,108.7297,0,1,438197.3,20
Jerry Goldsmith,"['classic soundtrack', 'scorecore', 'soundtrack', 'theme']",35.68888889,0.147124444,0.67524,0.238551111,0.216191111,0.719984716,0.148208889,-18.64088889,0.039311111,100.4145333,9,1,244279.1556,45
Jerry Harrison,['rock keyboard'],30.08333333,0.83775,0.09755625,0.64975,0.832,0.012119368,0.241141667,-6.692916667,0.040125,126.7971667,9,1,271821.0833,24
Jerry Hensley,[],5,0.544,0.779,0.543,0.255,0,0.0986,-11.129,0.0305,118.08,2,1,162000,2
Jerry Herman,['broadway'],21.38461538,0.363153846,0.821153846,0.385076923,0.301661538,0.069382338,0.174723077,-12.71092308,0.055592308,114.0461538,5,1,254989.6923,13
Jerry Jeff Walker,"['country rock', 'folk', 'outlaw country', 'roots rock', 'texas country', 'traditional folk']",30.51578947,0.635231579,0.425898737,0.552757895,0.404736842,0.07032632,0.190915789,-14.55750526,0.043168421,126.0808632,2,1,255294.9474,95
Jerry Laws,[],1,0.757,0.748,0.625,0.268,0,0.607,-13.542,0.142,154.817,7,1,189000,1
Jerry Lee Lewis,"['brill building pop', 'piano rock', 'rock-and-roll', 'rockabilly']",24.96825397,0.753698413,0.558206349,0.500904762,0.682761905,0.003988005,0.281715873,-9.35868254,0.058915873,116.1990635,0,1,155645.873,126
Jerry Legrand,['merengue'],40,0.967,0.626,0.534,0.437,3.54E-06,0.335,-11.22,0.0348,133.516,10,1,268142,2
Jerry Lewis,"['brill building pop', 'piano rock', 'rock-and-roll', 'rockabilly']",13.69230769,0.6743,0.721153846,0.543076923,0.337615385,6.78E-07,0.169930769,-10.30315385,0.0768,109.9419231,5,1,152388.6154,26
Jerry Mengo,['spytrack'],7.666666667,0.684,0.698,0.707666667,0.259333333,0.0285,0.214666667,-16.87633333,0.226,126.609,7,1,182565.6667,3
Jerry Murad's Harmonicats,['lounge'],3.666666667,0.548666667,0.458433333,0.435666667,0.447333333,0.534,0.236666667,-10.2675,0.0495,133.0166667,5,1,159899.6667,12
Jerry Orbach,"['broadway', 'show tunes']",30.71428571,0.581285714,0.839428571,0.523714286,0.403857143,2.65E-06,0.171428571,-13.15971429,0.0988,125.751,0,1,203586.7143,7
Jerry Reed,"['country', 'country rock']",31.59574468,0.752319149,0.556712766,0.62656383,0.654038298,0.223732172,0.214631915,-11.27132979,0.099529787,111.8116596,7,1,157817.7447,94
Jerry Rivera,"['latin', 'puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']",51.73076923,0.809230769,0.547269231,0.700884615,0.618576923,0.006478747,0.098134615,-8.369076923,0.049184615,117.1881154,0,1,267330.4231,52
Jerry Ross,[],12.55,0.566,0.88595,0.53665,0.3736,0.035035273,0.31792,-11.7918,0.177675,113.3117,1,1,178232.7,20
Jerry Tondo,[],57,0.813,0.574,0.392,0.4115,0,0.338,-14.7815,0.058,132.8695,4,1,145080,4
Jerry Vale,"['adult standards', 'easy listening', 'lounge']",23.51685393,0.256411236,0.86547191,0.260741573,0.288919101,0.000792244,0.203662921,-12.41019101,0.032213483,99.38098876,0,1,176306.5393,89
Jerry Wallace,['deep adult standards'],15,0.611666667,0.852333333,0.605666667,0.326666667,0.023144837,0.216333333,-17.50366667,0.036033333,105.3456667,2,1,158124.6667,6
Jerry's Kids,"['boston hardcore', 'boston punk', 'hardcore punk', 'punk', 'straight edge', 'thrash core']",27,0.134,0.0324,0.187,0.981,0.268,0.387,-4.289,0.0839,103.731,9,1,107347,2
Jersey Boys,"['hollywood', 'show tunes']",48,0.867,0.233,0.766,0.753,1.01E-05,0.615,-5.238,0.122,130.139,0,1,134507,2
Jeru The Damaja,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']",45.16666667,0.696166667,0.162521667,0.766333333,0.734,1.98E-05,0.071833333,-10.272,0.299666667,104.4326667,7,1,247202.1667,12
Jerusalem Music Center Chamber Orchestra,[],19.5,0.167375,0.9545,0.285725,0.1096,0.4752,0.1893,-23.03675,0.04355,78.6275,7,1,180960,8
Jesper Kyd,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",61,0.106,0.81,0.375,0.344,0.776,0.0682,-12.561,0.0335,126.06,2,0,237900,2
Jess Benko,[],67,0.087,0.948,0.571,0.0274,6.43E-06,0.322,-20.274,0.0649,124.209,9,0,316556,2
Jess Glynne,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",62.73684211,0.520631579,0.114533895,0.676736842,0.712894737,0.075790462,0.161884211,-5.211473684,0.046194737,121.1778421,0,1,226327.1053,19
Jess Stacy,['stride'],0,0.266,0.99,0.407,0.233,0.795,0.108,-21.147,0.0367,99.355,0,1,215187,2
Jesse,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'urban contemporary', 'viral pop']",67,0.249,0.796,0.513,0.318,0,0.177,-10.451,0.0314,81.923,0,1,160307,2
Jesse & Joy,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop']",66.13333333,0.360733333,0.228248,0.5142,0.569666667,1.15E-05,0.227066667,-6.0126,0.03562,134.1904667,0,1,244493.5333,15
Jesse & Trina,[],32,0.636,0.133,0.404,0.709,0,0.0624,-9.782,0.106,189.915,8,1,252133,2
Jesse Barrera,['chill r&b'],58,0.518,0.903,0.732,0.462,0,0.176,-7.963,0.0363,121.061,5,1,248454,2
Jesse Belvin,"['doo-wop', 'rhythm and blues']",0,0.417,0.962,0.468,0.215,0.73,0.102,-9.204,0.0269,72.11,2,0,176787,2
Jesse Boykins III,"['alternative r&b', 'neo r&b', 'neo soul']",52,0.205,0.115,0.551,0.747,0,0.0895,-7.911,0.254,88.937,7,1,282173,2
Jesse Colin Young,"['country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'traditional folk']",23,0.555,0.848,0.649,0.423,0.000105,0.737,-9.312,0.0332,116.072,2,0,239187,2
Jesse Cook,"['flamenco guitar', 'rumba']",41.5,0.52925,0.765,0.65175,0.4665,0.85025,0.128025,-14.00525,0.0367,135.0245,8,0,259225.75,8
Jesse Corti,['movie tunes'],43.75,0.39275,0.8745,0.40975,0.44975,5.10E-07,0.266,-12.1085,0.15725,89.819,2,1,190727,4
Jesse Eisenberg,[],43,0.415,0.198,0.525,0.718,0,0.298,-9.065,0.363,141.558,11,0,227947,1
Jesse Johnson,"['funk', 'minneapolis sound', 'post-disco']",26,0.760222222,0.033213333,0.757777778,0.603444444,0.119629556,0.268,-12.42844444,0.040133333,117.8364444,4,1,302928.7778,9
Jesse L. Martin,[],45.92307692,0.465692308,0.428535385,0.511615385,0.664076923,3.84E-06,0.163392308,-5.425,0.068284615,137.2007692,0,1,231891.3077,13
Jesse Lee Brooks,[],2,0.227,0.927,0.47,0.961,0.0134,0.78,-4.903,0.231,92.053,4,1,287335,2
Jesse McCartney,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'urban contemporary', 'viral pop']",53.20833333,0.577625,0.103653333,0.624,0.737958333,0.002618476,0.14545,-4.600791667,0.042541667,117.1610833,9,1,212570.5,24
Jesse Pearson,[],16.66666667,0.773777778,0.663444444,0.602666667,0.523333333,0,0.195888889,-10.19266667,0.112177778,116.7367778,10,1,180137.8889,9
Jesse Powell,"['new jack swing', 'r&b', 'urban contemporary']",52,0.266,0.299,0.722,0.327,0.000661,0.0549,-9.612,0.026,112.249,0,0,318467,1
Jesse Watson,[],49,0.728,0.248,0.566,0.681,0,0.134,-5.146,0.0469,153.993,9,0,201900,2
Jesse Winchester,"['contemporary folk', 'country rock', 'folk', 'roots rock', 'traditional folk']",33,0.833,0.238,0.648,0.4725,6.85E-06,0.1022,-10.896,0.03495,143.334,7,1,225860,4
Jessi Colter,['outlaw country'],28.28571429,0.631,0.466257143,0.6175,0.421,0.0052349,0.18805,-11.19592857,0.036107143,114.0775714,10,1,177783.9286,28
Jessica Albright,[],10,0.445,0.8885,0.41,0.2695,0,0.0894,-14.555,0.09295,132.651,7,1,200653,2
Jessica Andrews,"['country', 'country dawn']",54,0.259,0.0115,0.463,0.674,0,0.123,-5.422,0.0319,84.039,7,1,255234,2
Jessica Harper,"[""children's music""]",30.5,0.47535,0.474,0.5525,0.582,0.00039375,0.08795,-6.2,0.0356,130.363,11,1,165560,4
Jessica Jarrell,[],60,0.463,0.183,0.479,0.788,0,0.146,-5.212,0.0542,173.963,5,1,251187,2
Jessica Keenan Wynn,"['broadway', 'hollywood', 'show tunes']",56.6,0.6204,0.6706,0.6754,0.4702,0,0.29416,-7.63,0.15916,114.0474,1,1,269784.2,5
Jessica Reedy,"['contemporary gospel', 'gospel', 'gospel r&b']",46,0.806,0.268,0.641,0.689,0,0.185,-5.938,0.155,91.805,1,0,246107,2
Jessica Rothe,[],62,0.278,0.0906,0.616,0.538,8.98E-06,0.192,-9.165,0.17,127.948,0,0,259613,2
Jessica Simpson,"['dance pop', 'post-teen pop', 'urban contemporary']",47.55,0.573565,0.103465,0.6421,0.74835,6.56E-05,0.19422,-5.4433,0.06009,112.04035,4,1,200952,20
Jessie J,"['canadian contemporary r&b', 'canadian pop', 'pop']",60.9375,0.564,0.18321875,0.624625,0.705375,1.74E-06,0.2597125,-4.15025,0.0649,143.4688125,0,1,207755.6875,16
Jessie James Decker,['contemporary country'],55,0.448666667,0.150333333,0.396,0.874666667,0.000176667,0.1041,-2.008333333,0.110166667,160.2763333,6,1,224946.6667,3
Jessie Morales El Original De La Sierra,"['banda', 'corrido', 'deep regional mexican', 'regional mexican']",49,0.9695,0.463,0.641,0.7545,4.44E-06,0.291,-2.6425,0.05675,124.5055,0,1,168146.5,4
Jessie Mueller,"['broadway', 'hollywood', 'show tunes']",56.85714286,0.179714286,0.626571429,0.574,0.259714286,0.000201143,0.109842857,-9.294857143,0.035185714,118.1135714,6,1,255392.2857,7
Jessie Reyez,"['canadian contemporary r&b', 'canadian pop', 'pop']",66.25,0.4570625,0.3257,0.6475,0.547,1.88E-06,0.2580625,-6.5455625,0.1566,125.99775,1,1,190969.3125,16
Jessie Ware,"['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop dance', 'pop soul', 'tropical house']",59,0.249,0.162,0.387,0.413,1.56E-05,0.262,-8.95,0.0559,173.73,7,1,257484,2
Jessye Norman,"['classical performance', 'classical soprano', 'opera', 'spirituals']",27.66666667,0.041866667,0.977666667,0.183133333,0.0875,0.19900585,0.113033333,-20.74616667,0.045733333,106.483,7,1,331362.1667,6
Jesus Culture,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",52.66666667,0.1772,0.097318333,0.326,0.653166667,0.000495,0.404,-6.295166667,0.039316667,131.8635,7,1,509270.8333,6
Jesus Honcho,[],59,0.326,0.0312,0.748,0.779,0,0.0721,-4.28,0.0498,130.027,1,1,147616,2
Jesus Jones,['britpop'],56,0.723,0.0088,0.657,0.608,3.45E-06,0.103,-13.565,0.0287,106.862,2,1,189293,2
Jesus Sosa,[],0,0.11,0.979,0.378,0.05,0.92,0.106,-18.013,0.0359,69.956,3,1,227239,2
Jesús Adrián Romero,"['latin christian', 'latin worship', 'rock cristiano']",55.15909091,0.308636364,0.378913636,0.583022727,0.502340909,1.82E-05,0.498659091,-8.875727273,0.031659091,120.73525,7,1,340464.2273,44
Jesús Chairez,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",69,0.97,0.427,0.739,0.744,2.23E-05,0.317,-1.589,0.0376,120.083,10,1,208118,2
Jesús Maria Sanromá,['latin american classical piano'],0,0.184,0.952,0.361,0.347,0.849,0.112,-13.759,0.0355,82.725,9,1,830547,2
Jesús Navarro,[],63,0.253,0.439,0.385,0.326,0,0.138,-7.159,0.0282,80.837,7,1,317107,2
Jesús Ojeda y Sus Parientes,"['corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",46,0.853,0.561,0.646,0.708,0,0.169,-3.456,0.0467,120.032,8,1,202133,2
Jet,[],66,0.399666667,0.138566333,0.489666667,0.798333333,0.000802,0.134666667,-4.751,0.0599,102.923,2,1,229293.3333,6
Jet Black Stare,"['alternative metal', 'hard alternative', 'post-grunge']",43,0.552,8.25E-05,0.391,0.871,0,0.137,-3.196,0.0397,172.184,1,0,232387,2
Jet Boi,[],51,0.896,0.765,0.538,0.76,3.34E-05,0.858,-7.948,0.468,111.57,5,0,37094,2
Jethro Tull,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",33.64367816,0.63383908,0.291163563,0.472057471,0.509942529,0.069868659,0.204383908,-11.73854023,0.067505747,124.6393103,5,1,298058.069,174
Jeto,[],0,0.421,0.000435,0.684,0.863,0.854,0.111,-6.145,0.0494,144.98,7,1,450955,2
Jets To Brazil,"['alternative rock', 'emo', 'emo punk', 'post-hardcore']",43.5,0.275,0.09882,0.4435,0.4335,0.000616605,0.10495,-9.053,0.0302,105.649,9,1,325300,4
Jetta,['metropopolis'],66,0.218,0.0761,0.459,0.796,0.00908,0.0633,-5.226,0.132,139.913,4,0,189973,1
Jewel,"['hip hop', 'political hip hop']",46,0.421666667,0.659564667,0.5136,0.314066667,0.001047987,0.239433333,-12.0566,0.038066667,106.5366667,7,1,234066.6667,30
Jewel Akens,[],35,0.905,0.585,0.849,0.521,0,0.106,-7.746,0.0337,105.562,10,0,129245,2
Jewell,"['broadway', 'hollywood', 'show tunes']",54.75,0.7645,0.2765,0.69675,0.838,0.00318,0.297,-7.7475,0.32975,87.95775,7,1,223556.5,4
Jez Dior,"['deep underground hip hop', 'indie pop rap', 'pop rap']",53.66666667,0.1714,0.008227633,0.640333333,0.644333333,1.16E-05,0.105666667,-5.885,0.040733333,105.435,9,1,206426,3
Jeza,['australian indie'],0,0.304,0.0223,0.546,0.895,2.18E-05,0.0417,-5.372,0.107,130.429,2,0,368125,1
Jezzabell Doran,[],55,0.389,0.0335,0.53,0.688,4.91E-05,0.0886,-7.482,0.169,175.13,9,0,209377,2
Jhameel,['shimmer pop'],56,0.4,0.0121,0.695,0.807,0,0.266,-5.123,0.0346,91.947,9,1,201227,2
Jharna,[],0,0.511,0.995,0.441,0.0644,0.308,0.122,-15.539,0.101,180.166,5,0,193834,2
Jharna Dey,[],0,0.366,0.994,0.29,0.118,0.947,0.115,-16.56,0.0431,73.625,3,1,216680,2
Jharna Nanrangi,[],0,0.836,0.994,0.66,0.191,0.508,0.106,-14.473,0.0841,97.594,8,1,179168,1
Jhay Cortez,"['latin', 'reggaeton', 'trap latino']",69.0625,0.46625,0.17534375,0.73525,0.6045,0.0005254,0.15135625,-7.322625,0.08735625,118.4960625,1,0,267544.8125,16
Jhené Aiko,"['alternative r&b', 'pop', 'r&b', 'urban contemporary']",61.36046512,0.387048837,0.387433256,0.584802326,0.512686047,0.011946608,0.163246512,-8.730360465,0.14215814,105.3676628,1,0,239282.2791,86
Jhorrmountain,['dutch hip hop'],78,0.456,0.000554,0.899,0.528,0.0101,0.105,-5.442,0.181,100.037,9,1,111852,2
Jian Wang,"['chinese classical performance', 'classical cello']",52,0.2804,0.981,0.3475,0.02725,0.863,0.1065,-28.016,0.0446,116.8785,7,1,178740,2
Jibbs,"['dirty south rap', 'pop rap', 'southern hip hop']",53.66666667,0.69,0.024166667,0.786,0.652,8.53E-05,0.155,-6.268,0.256666667,130.762,4,0,230147,3
Jidenna,['ghanaian hip hop'],55.66666667,0.445,0.072266667,0.756666667,0.559,5.61E-05,0.236666667,-5.802,0.0448,118.0426667,7,0,220452.6667,3
Jigsaw,['classic uk pop'],48,0.603,0.00703,0.611,0.497,0,0.162,-11.138,0.0275,134.96,11,0,171587,2
Jikki,[],1.396825397,0.815603175,0.882079365,0.491142857,0.468047619,0.178905157,0.293984127,-10.1697619,0.117114286,125.1723968,11,1,224015.0159,63
Jill Barber,['pop quebecois'],53.5,0.3915,0.873,0.527,0.19,0.0001053,0.10375,-10.211,0.03165,95.3925,9,1,171947,4
Jill Haworth,[],23,0.496,0.741,0.5645,0.2835,0,0.367,-11.8785,0.07105,98.8495,9,1,255433.5,2
Jill Scott,"['hip pop', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",43.425,0.447365,0.249375,0.660175,0.48442,0.04150835,0.154875,-9.270075,0.1648975,118.6756,1,0,248967.625,40
Jill Sobule,"['ectofolk', 'lilith']",40,0.55,1.69E-05,0.524,0.799,0.00436,0.249,-7.808,0.0362,115.197,7,1,187533,2
Jillian Edwards,"['acoustic pop', 'indiecoustica']",55,0.459,0.856,0.676,0.385,0,0.125,-7.629,0.0301,127.034,0,1,204667,2
Jilly,[],46,0.625,0.00407,0.536,0.902,0.000882,0.0899,-4.111,0.0336,154.024,1,1,285400,2
Jim & Jesse,"['appalachian folk', 'bluegrass', 'bluegrass gospel', 'old-time', 'traditional folk']",16.51724138,0.863689655,0.471103448,0.632689655,0.562206897,1.12E-05,0.376731034,-8.29637931,0.032510345,122.9734828,7,1,142401.7931,29
Jim Apostolou,[],0,0.827,0.988,0.506,0.543,0.0145,0.284,-10.04,0.041,144.731,4,1,190747,2
Jim Brickman,"['adult standards', 'classify', 'new age', 'new age piano']",43.45833333,0.238,0.865916667,0.430791667,0.248541667,0.574753004,0.154191667,-14.02783333,0.038183333,122.1234167,0,1,197594.5,24
Jim Broadbent,['hollywood'],40,0.331,0.00706,0.649,0.864,3.36E-06,0.377,-5.511,0.175,109.982,11,0,172400,1
Jim Brown,['chill r&b'],2,0.807,0.779,0.674,0.624,0,0.111,-8.754,0.0797,108.779,5,0,125440,1
Jim Bryant,['hollywood'],22.57142857,0.301207143,0.786785714,0.339428571,0.181121429,0.001757514,0.197778571,-14.59992857,0.0635,88.478,1,1,221286.7143,14
Jim Burgett,[],32,0.879,0.722,0.572,0.947,0.0233,0.272,-4.674,0.106,137.621,6,1,148800,2
Jim Capaldi,['british blues'],44,0.221,0.504,0.306,0.313,0.000473,0.213,-13.138,0.032,130.014,6,1,290667,2
Jim Carmichael,['movie tunes'],36,0.737,0.94,0.572,0.376,0,0.199,-15.446,0.341,146.442,3,1,107627,1
Jim Carrey,['canadian comedy'],43.5,0.28755,0.924,0.5975,0.5395,1.34E-05,0.2105,-11.51,0.3646,106.1975,7,1,95980,4
Jim Chapman,[],0,0.792,0.626,0.491,0.439,0,0.321,-11.356,0.105,180.653,4,0,111256,2
Jim Cosgrove,"[""children's folk"", ""children's music""]",44,0.8775,0.3305,0.7075,0.6735,0,0.187,-5.5895,0.253,115.6595,1,1,157026.5,4
Jim Croce,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",39.11538462,0.762730769,0.632415385,0.613365385,0.464369231,0.002236332,0.156957692,-13.55271154,0.069630769,127.9053654,4,1,177608.1154,104
Jim Cummings,"[""children's music"", 'disney', 'movie tunes']",46.4,0.566466667,0.609733333,0.5706,0.426906667,0.009453025,0.174386667,-15.0266,0.116506667,113.8425333,9,1,118121.8,15
Jim Diamond,['scottish new wave'],52,0.178,0.163,0.488,0.33,0.00074,0.104,-13.301,0.0264,78.363,5,1,248360,2
Jim Dineen,[],40.5,0.585,0.09355,0.494,0.5715,0.00011415,0.0581,-13.7545,0.0364,128.374,9,1,281233,2
Jim Ed Brown,['arkansas country'],36.85714286,0.673571429,0.787,0.506285714,0.395857143,1.30E-05,0.204342857,-10.98814286,0.037114286,109.1811429,9,1,155714.2857,7
Jim Ford,"['cosmic american', 'country rock', 'traditional folk']",32.25,0.75275,0.2338,0.63425,0.792,0.02461275,0.1085,-6.1645,0.057225,114.3955,11,1,196996.5,8
Jim Gaffigan,"['clean comedy', 'comedy', 'comic']",42,0.212,0.77,0.601,0.937,0,0.501,-7.016,0.911,108.92,0,1,294587,2
Jim Hall,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz guitar', 'soul jazz']",27.98591549,0.309923944,0.975309859,0.518253521,0.093739437,0.89389507,0.132521127,-22.06785915,0.053711268,106.1985634,0,0,356189.9859,71
Jim Harbert & His Orchestra,[],12,0.808,0.687,0.516,0.307,0,0.248,-15.11,0.0371,132.506,7,1,153493,2
Jim Hawthorne,[],0.75,0.33175,0.9155,0.40475,0.28175,0.001222348,0.1637,-12.455,0.060225,97.51975,0,1,203900.25,4
Jim Heder,[],0,0.302,0.000357,0.792,0.935,0.912,0.108,-8.54,0.0768,127.992,2,1,493140,2
Jim Hutchison,[],18,0.493,0.656,0.505,0.565,4.71E-05,0.409,-9.216,0.179,138.105,5,1,267507,1
Jim Jackson,"['jug band', 'traditional blues', 'vintage country folk']",6,0.33,0.972,0.528,0.134,0,0.258,-16.706,0.0712,113.485,0,1,184398,2
