artists,genres,popularity,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,mode,duration_ms,count
Richard Rodgers,['broadway'],5.978723404,0.389424823,0.897333333,0.416061702,0.229660284,0.104589953,0.211512766,-14.52570213,0.055038298,106.8399504,0,1,188645.1206,141
Richard S. Willis,['american romanticism'],24,0.134,0.995,0.193,0.0318,0.95,0.125,-18.545,0.0394,148.875,10,1,85307,1
Richard Sanderson,[],27,0.174,0.304,0.306,0.429,1.89E-06,0.149,-9.464,0.0269,152.829,7,1,289733,2
Richard Smallwood,['gospel'],39.8,0.1322,0.345,0.2902,0.426,3.74E-06,0.3436,-8.8322,0.03404,89.7508,1,1,346112,5
Richard Smithfield,['christmas instrumental'],54,0.639,0.748,0.5515,0.338,0.863,0.1366,-12.659,0.03515,134.4195,0,1,290178,4
Richard Stamp,[],41,0.04085,0.9725,0.14665,0.0127,0.828,0.1009,-35.9045,0.0432,133.3905,7,1,166593,4
Richard Stilgoe,[],34,0.215,0.934,0.374,0.0314,2.27E-05,0.222,-23.325,0.0568,76.381,3,1,59267,1
Richard Stilwell,[],22.5,0.08555,0.9885,0.2115,0.1905,0.2566,0.1385,-20.3255,0.0443,79.2865,7,1,288333.5,2
Richard Storrs Willis,['american romanticism'],21,0.147,0.982,0.305,0.0823,0.00124,0.135,-21.126,0.0472,115.135,1,1,166627,1
Richard Strauss,"['classical', 'early modern classical', 'german romanticism', 'post-romantic era']",2.3875,0.153005625,0.9292375,0.249485,0.20165125,0.394648408,0.296585625,-18.13858125,0.05825625,95.12791875,5,1,369967.8125,160
Richard Swift,"['alternative country', 'freak folk', 'indie folk', 'indie rock', 'neo-psychedelic', 'stomp and holler']",52,0.564,0.422,0.669,0.459,0.244,0.101,-9.041,0.0289,95.412,9,1,258800,2
Richard Tauber,"['operetta', 'vintage classical singing', 'vintage schlager']",0,0.376,0.99,0.296,0.11,2.14E-06,0.0818,-19.919,0.0375,93.602,10,1,261093,1
Richard Thompson,"['british folk', 'country rock', 'folk', 'folk rock', 'lilith', 'roots rock', 'singer-songwriter', 'traditional folk']",45.33333333,0.505,0.433066667,0.504666667,0.352666667,2.64E-05,0.176333333,-15.211,0.035866667,127.994,5,1,272906.6667,6
Richard Tucker,"['classical tenor', 'opera']",0.235955056,0.193532022,0.963404494,0.280022472,0.251233708,0.006127477,0.215277528,-12.86772472,0.043537079,102.1068933,5,1,240692.0337,178
Richard Tucker Tenor,[],0,0.2101,0.96025,0.34375,0.29,0.003645,0.16105,-12.05525,0.049775,122.879,11,1,213590,4
Richard Wagner,"['classical', 'german opera', 'german romanticism', 'late romantic era']",2.379432624,0.145738652,0.944617376,0.239043262,0.221987695,0.277078695,0.308778014,-17.36365603,0.048548936,97.56224468,0,1,337859.8369,282
Richard Warren Pugh,[],24,0.603,0.92,0.585,0.23,4.75E-06,0.618,-18.558,0.0613,118.823,7,1,40760,1
Richard Watson,[],45,0.669,0.845,0.603,0.285,2.84E-05,0.121,-11.268,0.0282,100.185,5,0,201013,2
Richard White,['movie tunes'],49,0.525833333,0.839166667,0.574166667,0.5315,0,0.243,-11.88133333,0.243,95.81016667,7,1,199571.3333,6
Richie Furay,[],36,0.19,0.255,0.499,0.624,0,0.105,-8.672,0.0486,122.526,0,1,233067,2
Richie Goods,[],47,0.128,0.949,0.386,0.148,0.792,0.0665,-18.921,0.0367,94.88,0,0,567920,1
Richie Havens,"['folk', 'folk rock', 'traditional folk']",30,0.614066667,0.553333333,0.5686,0.3702,0.00814379,0.317013333,-15.20953333,0.056,118.3735333,2,1,248325.2667,30
Richie Jen,"['c-pop', 'classic mandopop', 'mandopop']",50,0.423,0.0792,0.703,0.551,0,0.197,-6.452,0.0269,92.298,8,1,350400,2
Richie Kohan,['epicore'],66,0.345,0.00608,0.604,0.736,0.109,0.11,-5.596,0.0555,118.012,10,0,211360,2
Richie McDonald,['modern country rock'],37,0.318,0.575,0.58,0.538,0,0.116,-6.42,0.0259,109.753,3,1,239067,2
Richie Powell,[],12,0.701666667,0.8735,0.508333333,0.476166667,0.20925,0.234783333,-10.36716667,0.033083333,107.7161667,7,1,411769,6
Richie Rich,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",45,0.574545455,0.169681818,0.743181818,0.665363636,6.09E-05,0.286636364,-5.579636364,0.215909091,87.73872727,0,1,277655.7273,11
Richie Sambora,"['album rock', 'glam metal', 'hard rock']",45,0.109,0.326,0.275,0.631,0.000195,0.209,-10.22,0.0336,138.161,0,0,365467,2
Richie Spice,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']",52,0.781,0.0262,0.624,0.719,0,0.368,-6.034,0.344,82.571,8,0,225507,2
Rick Astley,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",40.91304348,0.766565217,0.280456522,0.654565217,0.718173913,0.001277445,0.152086957,-12.77643478,0.037469565,106.1775217,0,1,228622.8261,23
Rick Braun,"['jazz trumpet', 'smooth jazz']",45,0.833333333,0.189666667,0.665666667,0.772,0.730333333,0.245766667,-7.582666667,0.0376,106.765,5,0,296377.6667,6
Rick Chase,[],0,0.862,0.0313,0.769,0.505,0,0.117,-10.271,0.0528,94.098,0,1,230933,1
Rick Cuevas,[],27,0.488,0.185,0.593,0.74,0.86,0.126,-6.04,0.0389,151.273,4,1,288160,2
Rick Derringer,"['album rock', 'blues rock', 'classic rock', 'southern rock']",49,0.6415,0.117,0.5275,0.87,0.0042287,0.3951,-9.4435,0.06705,162.1005,7,1,213427,4
Rick Henderson,[],0.714285714,0.404,0.489814286,0.441285714,0.427,0.406171874,0.856,-17.90114286,0.205128571,108.198,5,1,297904.8571,7
Rick James,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'synth funk']",34.54945055,0.784912088,0.204917802,0.695516484,0.75589011,0.004965688,0.167532967,-7.443813187,0.077067033,118.539,7,1,312275.3736,91
Rick Lyon,[],41.25,0.61825,0.818,0.7365,0.3475,0,0.21875,-10.95575,0.446425,97.52625,7,1,209240,4
Rick Moranis,['hollywood'],40,0.485571429,0.634285714,0.463285714,0.374714286,0,0.212442857,-16.15157143,0.0945,121.3137143,10,1,194760.2857,7
Rick Negron,[],49,0.731,0.567,0.63,0.6,0,0.0988,-7.433,0.383,136,11,1,238000,1
Rick Nielsen,[],59,0.235,0.00173,0.292,0.628,0.000457,0.107,-5.541,0.031,135.903,6,0,290280,1
Rick Price,['australian pop'],58,0.188,0.717,0.461,0.301,0,0.11,-9.882,0.0253,77.924,0,1,265867,2
Rick Ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",56.22222222,0.384648485,0.068468222,0.61420202,0.744939394,0.004454351,0.289310101,-5.231080808,0.204716162,127.8589596,1,1,259570.3131,99
Rick Rubin,[],23,0.231,0.297,0.424,0.746,2.99E-06,0.105,-11.065,0.231,164.917,2,1,300867,2
Rick Schulman,[],31.5,0.44,0.8855,0.6115,0.04465,0.0065155,0.173,-23.7975,0.03805,100.3425,11,1,98186.5,4
Rick Springfield,"['album rock', 'australian rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock', 'yacht rock']",33.19047619,0.704142857,0.173230952,0.618857143,0.724857143,8.72E-05,0.157838095,-8.659,0.056266667,133.372619,2,1,210698.1905,42
Rick Trevino,['deep contemporary country'],35.75,0.563,0.12765,0.6045,0.63725,4.55E-05,0.216,-8.22475,0.02915,131.2,7,1,196129.75,8
Rick Wakeman,"['album rock', 'art rock', 'jazz fusion', 'progressive rock', 'rock keyboard', 'symphonic rock']",40,0.0951,0.433,0.351,0.307,0.85,0.328,-12.071,0.0336,105.092,3,1,229147,2
Rickie Lee Jones,"['country rock', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'singer-songwriter']",25.38888889,0.392055556,0.433211111,0.5975,0.299288889,0.000253409,0.148627778,-13.50333333,0.080033333,108.2587222,4,1,256871.8889,36
Ricky Desktop,['viral rap'],69,0.859,0.219,0.754,0.591,0.0188,0.209,-7.341,0.0414,119.96,0,1,114250,2
Ricky Martin,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",57.8490566,0.558701887,0.209745283,0.56354717,0.739566038,0.000214654,0.230596226,-6.540018868,0.060266038,123.6696226,11,1,261818.6226,53
Ricky Martinez,['chihuahua indie'],48,0.782,0.512,0.609,0.735,0.00311,0.267,-7.322,0.0726,182.217,7,1,242026,2
Ricky Montgomery,"['indie pop', 'la indie', 'modern rock']",66.66666667,0.478333333,0.249416667,0.5805,0.600833333,0.0004251,0.147533333,-6.221,0.030716667,142.1726667,11,1,221930,12
Ricky Nelson,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",24.52531646,0.750183544,0.53294519,0.598493671,0.470506962,0.001129765,0.157586709,-11.35586709,0.046125316,116.8799747,0,1,136284.3861,158
Ricky Skaggs,"['bluegrass', 'bluegrass gospel', 'country', 'country rock', 'mandolin', 'old-time', 'progressive bluegrass']",31.97727273,0.777363636,0.224290909,0.595386364,0.551022727,0.001781679,0.225747727,-10.60106818,0.03065,134.2078636,7,1,196377.5,44
Ricky Van Shelton,"['classic country pop', 'country', 'country rock']",29.21875,0.53396875,0.4956875,0.59821875,0.43946875,0.000229691,0.165578125,-10.850875,0.028803125,110.3506562,7,1,192753.8125,64
Rico Blanco,"['opm', 'pinoy indie', 'pinoy rock', 'pop rock']",60,0.503,0.638,0.445,0.573,6.69E-06,0.114,-7.309,0.0343,175.985,7,1,238467,2
Rico Fung and David at Studio A,[],50,0.615,0.312,0.508,0.489,0,0.307,-7.582,0.0278,79.803,7,1,210507,1
Rico Nasty,"['dmv rap', 'escape room', 'trap queen']",68.25,0.5055,0.1177,0.777,0.6715,2.21E-06,0.135825,-5.13275,0.22135,151.21275,11,1,152961.75,8
Ricochet,[],34.66666667,0.579333333,0.587,0.586666667,0.490666667,0,0.1804,-8.329,0.0321,125.931,7,1,162656.3333,6
Ride,"['cali rap', 'west coast trap']",38.5,0.422,0.000156525,0.30125,0.875,0.588625,0.2112875,-4.811375,0.0551,142.158125,4,1,313240.125,16
Riders In The Sky,"['cowboy western', 'movie tunes']",39,0.7955,0.6595,0.901,0.4085,0.0002355,0.1038,-9.5995,0.05265,105.779,2,1,113666.5,4
Rie Mellow Junk,[],0,0.475,0.0119,0.73,0.379,0.904,0.0681,-10.882,0.0553,140.052,10,0,166286,2
Riff Raff,['trap'],47,0.408,0.0271,0.911,0.665,0,0.0656,-5.169,0.249,140.136,8,0,202714,2
Righeira,['italian disco'],34.33333333,0.869333333,0.228,0.843333333,0.781333333,0.0004222,0.093366667,-9.093,0.0386,128.679,0,0,249436.3333,6
Right Said Fred,"['dance pop', 'eurodance', 'europop', 'hip house', 'pop dance']",53.5,0.84,4.68E-05,0.6815,0.762,0.0123,0.286,-12.83,0.04815,122.1115,11,0,170480,4
Rigo Tovar,"['ranchera', 'regional mexican']",38.39130435,0.749304348,0.451952174,0.555434783,0.428956522,0.036706087,0.226926087,-11.35604348,0.042726087,127.9897391,5,1,194819.8261,46
Rigol,[],37,0.52,0.857,0.623,0.113,0.905,0.126,-21.652,0.0354,80.314,2,0,217188,2
Rihanna,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",62.7688172,0.496164516,0.151652817,0.627268817,0.674532258,0.005135786,0.167759677,-5.702231183,0.080280645,121.0735323,1,0,232057.9624,186
Rik Rok,['reggae fusion'],71,0.6605,0.0532,0.8525,0.605,0,0.32,-4.5825,0.06775,94.7605,0,1,227573.5,4
Rikarena,"['merengue', 'tropical']",50,0.9195,0.292,0.7765,0.814,0.000175,0.05495,-7.6765,0.0399,142.0795,9,1,270200,4
Riley Clemmons,"['anthem worship', 'ccm', 'christian music', 'christian pop', 'world worship']",60,0.152,0.156,0.645,0.727,0,0.282,-4.179,0.0492,110.723,1,0,229067,2
Riley Green,"['contemporary country', 'country road']",65.28571429,0.479857143,0.095215714,0.554857143,0.597285714,1.82E-06,0.120071429,-6.367571429,0.032071429,125.0571429,6,1,212172.7143,14
Riley Lee,"['kirtan', 'meditation', 'shakuhachi']",35,0.07625,0.993,0.15,0.024575,0.711,0.103075,-25.99825,0.049125,69.9615,9,1,368432,8
Rilo Kiley,"['anti-folk', 'canadian indie', 'indie pop', 'indie rock', 'la indie', 'lilith', 'stomp and holler']",43.5,0.33823,0.2776998,0.5312,0.5661,0.10967104,0.11273,-7.4322,0.03633,114.067,7,1,264498.1,20
Rimos,[],0,0.774,0.00383,0.873,0.618,0.919,0.126,-13.46,0.12,124.025,6,0,528402,2
Rina Cavallari,['italian mezzo-soprano'],2,0.0458,0.989,0.411,0.0516,7.33E-05,0.124,-14.965,0.0603,117.721,0,1,252107,1
Rina Celi,['vintage spanish pop'],0,0.536,0.902,0.4575,0.3635,0.00659,0.4315,-12.498,0.0351,93.842,7,1,163670,4
Rina Celi y Orquesta,[],0,0.809,0.9145,0.781,0.4705,0.102775,0.18,-10.466,0.0901,109.975,3,1,139551,4
Rina Sawayama,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop', 'pop dance']",63,0.629,0.0129,0.576,0.79,4.69E-06,0.344,-3.463,0.0509,102.033,3,1,205224,2
Ringo Starr,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock drums', 'soft rock']",38.14285714,0.803642857,0.117907143,0.629642857,0.552214286,0.004572726,0.130978571,-13.78764286,0.057235714,119.133,4,1,197234,28
Rino Gaetano,"[""canzone d'autore"", 'classic italian pop', 'italian adult pop']",51.5,0.70275,0.199675,0.5885,0.6415,0.012227,0.092625,-10.78875,0.106075,93.6075,9,1,255333.25,8
Rino Salviati,['vintage italian pop'],6,0.602,0.85,0.545,0.358,0,0.0881,-11.572,0.0541,145.547,7,1,198120,2
Rio Santana,[],66,0.542,0.118,0.767,0.561,0,0.0737,-7.418,0.0509,90.021,2,0,192229,1
Riot,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",32.8,0.34714,0.03418334,0.2608,0.9424,0.23172962,0.25236,-7.0128,0.08766,116.8862,2,1,232621.2,10
Ripe,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'neo soul', 'quiet storm', 'soul']",50,0.639,0.656,0.682,0.466,0,0.0809,-7.751,0.0353,90.989,9,1,343405,2
Ripley Cotton Choppers,[],0,0.885,0.688,0.748,0.807,0.871,0.258,-8.398,0.0328,107.368,7,1,133471,2
Riri Shimada,[],41,0.132,0.995,0.496,0.0116,0.845,0.106,-27.91,0.062,87.98,5,0,228400,2
Rise Against,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'pop punk', 'punk']",50.17777778,0.462711111,0.057388396,0.408355556,0.907866667,0.013170854,0.156871111,-3.817888889,0.079311111,138.735,1,0,214442.6222,90
Rise Stevens,['classical mezzo-soprano'],6.36,0.33068,0.95228,0.47756,0.173372,0.02031799,0.36064,-20.5466,0.133592,108.06852,0,1,166041.08,25
Rishi Kapoor,[],37.33333333,0.786666667,0.587666667,0.599,0.568333333,0.00046,0.111333333,-9.664333333,0.033633333,87.14066667,7,0,395893.3333,3
Rishyendramani,[],0,0.798,0.994,0.437,0.262,0.661,0.533,-11.512,0.0546,85.67,1,1,156774,2
Rita Abatzi,['rebetiko'],0,0.738436364,0.952236364,0.544218182,0.309163636,0.105691705,0.195672727,-10.28558182,0.054950909,116.1206364,6,1,190357.9455,55
Rita Ampatzi,[],0.011406844,0.725980989,0.95695057,0.462722433,0.435190114,0.357792077,0.196198479,-10.13238023,0.051453612,111.9855665,1,1,194448.1445,263
Rita Christina,[],2,0.227,0.927,0.47,0.961,0.0134,0.78,-4.903,0.231,92.053,4,1,287335,1
Rita Coolidge,"['adult standards', 'bubblegum pop', 'classic uk pop', 'folk', 'mellow gold', 'native american', 'soft rock']",41.85714286,0.405142857,0.3806,0.477428571,0.42,0.011556494,0.141557143,-10.66242857,0.029414286,106.5474286,10,1,213363.7143,14
Rita Ford,['music box'],12.5,0.257,0.5695,0.4105,0.2425,0,0.1475,-16.079,0.036,109.1025,6,1,113286.5,4
Rita Ford's Music Boxes,['music box'],25,0.174,0.916,0.474,0.183,3.80E-05,0.111,-17.472,0.0432,75.006,3,1,92733,2
Rita Lee,"['bossa nova', 'mpb', 'nova mpb', 'tropicalia']",51,0.634333333,0.560333333,0.669666667,0.387,0.030132483,0.097266667,-13.248,0.0427,123.467,9,1,312244.6667,6
Rita Moreno,[],36,0.637,0.623,0.505,0.468,2.18E-05,0.229,-12.349,0.165,77.411,2,0,299507,2
Rita Ora,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",69.5,0.597333333,0.2375,0.707333333,0.707,8.72E-05,0.095333333,-4.546333333,0.0663,124.9553333,11,1,198295.1667,12
Rita Streich,"['classical soprano', 'opera']",1.2,0.14255,0.9687,0.3305,0.2199,0.03836108,0.27473,-13.0635,0.0456,103.8281,10,1,242941.4,10
Ritchie,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",53,0.75,0.222,0.6105,0.765,5.87E-05,0.3135,-6.91,0.0309,124.478,11,1,282093,4
Ritchie Valens,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",29.94366197,0.708549296,0.783859155,0.562802817,0.538490141,0.115633848,0.268294366,-10.48012676,0.097597183,117.6433239,9,1,138249.7606,71
Rites of Spring,"['dc hardcore', 'emo', 'emo punk', 'emocore', 'post-hardcore', 'screamo']",30.5,0.438,0.0033505,0.215,0.94025,0.62425,0.26605,-5.76275,0.05505,115.49775,7,1,146726.75,8
Rith Banney,[],0,0.379,0.0247,0.846,0.565,0.835,0.103,-7.514,0.237,120.767,11,0,375875,2
Ritmo Y Sabor,[],57,0.864,0.59,0.851,0.601,1.87E-06,0.313,-8.444,0.119,89.971,11,1,202000,2
Riton,"['house', 'pop dance', 'uk dance']",72,0.5605,0.11245,0.7415,0.845,0.0184415,0.1556,-5.4105,0.0586,123.0315,11,1,227722,2
Ritt Momney,['bedroom pop'],93,0.151,0.0563,0.399,0.491,0.00089,0.11,-10.778,0.0538,91.066,6,0,210463,2
Rittz,"['atl hip hop', 'country rap', 'pop rap', 'southern hip hop']",53,0.4705,0.096555,0.763125,0.756375,1.95E-06,0.1881625,-7.8145,0.1519875,125.13375,1,1,244753.75,8
Rittz The Rapper,[],52,0.194,0.285,0.807,0.595,0.000223,0.0959,-7.508,0.052,131.011,6,0,293147,2
Ritza Ampatzi,[],0,0.740166667,0.991583333,0.474,0.24875,0.553537583,0.14425,-14.20891667,0.064158333,111.9613333,8,1,194321,12
Rival Sons,"['alternative roots rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",53,0.601,0.000933,0.406,0.919,9.92E-05,0.0726,-4.675,0.103,93.274,0,0,196773,2
Rivermaya,"['opm', 'pinoy rock', 'pop rock']",58,0.46625,0.1792,0.52875,0.67425,0.00018966,0.219,-7.3985,0.0305,124.7235,4,1,317870,8
Rivers & Robots,"['ambient worship', 'anthem worship', 'christian pop', 'roots worship']",50,0.305,0.306,0.44,0.644,0.000233,0.0968,-7.809,0.0377,89.82,6,1,346750,2
Rivers Cuomo,['alternative rock'],67,0.7795,0.14835,0.5985,0.776,0,0.21515,-4.524,0.1853,87.725,5,1,207448,4
Rixton,"['pop', 'post-teen pop', 'viral pop']",59,0.5592,0.038144,0.609,0.7562,0,0.139,-5.8298,0.03244,134.8498,5,1,203936.2,10
Riz Ortolani,"['classic soundtrack', 'italian soundtrack', 'vintage italian soundtrack']",15.4,0.2804,0.8482,0.3244,0.3028,0.505626,0.20014,-10.8316,0.03138,101.3468,0,1,209457.4,5
Ro James,"['contemporary country', 'country pop']",58,0.306,0.195,0.663,0.481,6.70E-05,0.0836,-4.121,0.0545,75.523,6,0,281512,2
Ro Ransom,['nyc rap'],70,0.131,0.301,0.625,0.829,0,0.107,-5.221,0.0976,109.976,8,1,201509,1
RoZe,"['electropop', 'indie electropop', 'indie poptimism', 'pop edm']",59,0.296,0.0901,0.641,0.538,0,0.205,-10.398,0.245,79.038,7,1,212715,1
Roachford,[],48,0.732,0.107,0.664,0.837,0,0.293,-9.027,0.0497,125.628,10,0,228000,2
Roar,[],54.4,0.4154,0.29705,0.3618,0.5068,0.022866232,0.17614,-8.8244,0.03496,156.2588,2,1,151853.2,10
Roaring Lion,['calypso'],25,0.955,0.924,0.664,0.374,0.00132,0.0915,-14.835,0.0952,82.368,9,0,192933,1
Rob $tone,['san diego rap'],68,0.2545,0.0324,0.857,0.4585,0.00050855,0.08865,-9.653,0.10215,108.001,11,1,209918.5,2
Rob Bailey & The Hustle Standard,['military rap'],57.33333333,0.521444444,0.085953333,0.576222222,0.806777778,0,0.420666667,-6.842666667,0.100222222,142.6925556,9,1,252642.5556,9
Rob Base & DJ EZ Rock,"['electro', 'harlem hip hop', 'hip house', 'rap']",54,0.601666667,0.012593333,0.819333333,0.726333333,2.73E-06,0.233333333,-9.765,0.167333333,111.0663333,2,1,276084.3333,6
Rob Cantor,[],51,0.711,0.703,0.649,0.664,0,0.329,-6.644,0.232,95.917,5,0,155000,2
Rob Curly,"['deep underground hip hop', 'underground hip hop']",49,0.516,0.275,0.751,0.83,0,0.139,-7.896,0.158,127.019,8,0,229556,2
Rob Dougan,"['big beat', 'electronica']",45,0.0978,0.0116,0.377,0.65,0.827,0.346,-10.277,0.0284,101.547,2,0,447427,2
Rob Gee,"['gabba', 'happy hardcore', 'hardcore techno']",0,0.127,0.174,0.445,0.987,0.00958,0.612,-2.743,0.295,180.026,7,1,305819,2
Rob Gosier,[],39,0.609,0.00961,0.639,0.669,0.912,0.162,-7.532,0.0553,82.004,11,1,294867,1
Rob Halford,['metal'],60,0.222,0.0040284,0.5305,0.976,0,0.446,-4.1695,0.1515,105.9545,1,1,246791,4
Rob McClure,"['broadway', 'show tunes']",66,0.702,0.345,0.534,0.754,0,0.248,-5.937,0.221,93.646,5,0,235286,2
Rob McConnell & The Boss Brass With Phil Woods,['modern big band'],35,0.647,0.613,0.544,0.598,0.26,0.127,-9.076,0.0573,131.369,8,1,461934,2
Rob McConnell Trio,['christmas instrumental'],47,0.297,0.995,0.539,0.0149,0.918,0.121,-25.673,0.0447,133.724,7,0,272107,2
Rob Mehl,['beach music'],34,0.962,0.577,0.946,0.618,0.000938,0.1,-10.43,0.045,114.061,6,1,205960,2
Rob Paulsen,[],46,0.582,0.727,0.387,0.44,0,0.138,-10.937,0.0872,96.062,5,1,212147,1
Rob Riggle,[],51,0.3575,0.2244,0.6135,0.5625,2.19E-06,0.2225,-8.1825,0.0532,113.268,7,1,181073,4
Rob Swire,[],57,0.366666667,0.0005486,0.563333333,0.723666667,0.037266667,0.337666667,-5.738666667,0.083566667,128.008,6,0,244944,6
Rob Thomas,"['acoustic pop', 'neo mellow', 'pop rock']",54.6,0.672333333,0.128452667,0.515133333,0.7974,1.31E-05,0.125986667,-5.666133333,0.0425,122.4356667,9,1,254816.9333,30
Rob Vicious,['cali rap'],71,0.488,0.371,0.9,0.385,0,0.142,-12.189,0.435,99.964,1,0,174336,1
Rob Whitesides-Woo,[],41,0.306,0.967,0.593,0.0305,0.915,0.0862,-22.793,0.043,89.448,0,1,316533,2
Rob Zombie,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']",47.26086957,0.377284058,0.066962881,0.526768116,0.917115942,0.147411658,0.293684058,-5.574144928,0.083211594,120.5795217,0,1,218213.5652,69
Robben Ford,"['blues rock', 'electric blues', 'jazz blues', 'jazz fusion', 'modern blues', 'modern funk', 'soul blues']",37,0.953,0.0613,0.712,0.466,0.00103,0.0793,-13.545,0.035,119.409,7,0,345133,2
Robbie Basho,"['american primitive', 'drone folk', 'freak folk', 'new weird america', 'psychedelic folk']",22,0.155,0.957,0.277,0.283,0.881,0.113,-16.194,0.0439,140.375,9,1,571840,2
Robbie Dupree,"['soft rock', 'yacht rock']",38.66666667,0.711333333,0.231666667,0.654666667,0.563,6.84E-05,0.206266667,-10.525,0.035633333,120.903,7,1,213613.3333,6
